"","business_id","categories","city","name","longitude","state","latitude"
"115","0NhcabzEyeCIMsNCPOX-MQ","Food, Food Delivery Services, Delis, Sandwiches, Restaurants","Tempe","Jimmy John's",-111.9286939,"AZ",33.3785219
"116","nQOfSLVkN6GnBCYKSc0vYg","Burgers, Fast Food, Restaurants","Phoenix","McDonald's",-112.061875,"AZ",33.495238
"117","cwyAZ52cV60e-NiF-jWCMQ","Fast Food, Restaurants","Chandler","McDonald's",-111.8579232,"AZ",33.2596494
"118","zBGfa6Vx4K59v8OR81gzJg","American (Traditional), Restaurants","Mesa","Native New Yorker",-111.788226,"AZ",33.3876436
"119","A7A97vyr5t7e8zrkGCKndw","Food, Books, Mags, Music & Video, Coffee & Tea, Shopping, Bookstores","Mesa","Barnes & Noble Booksellers",-111.7539991,"AZ",33.3840882
"120","HrTXmtWrsgmWnoqV5nbTGg","American (New), Restaurants","Anthem","Persimmon Bar & Grille",-112.110251,"AZ",33.865303
"121","7-vGQpfj0RcOD-Cy7CXDiA","Greek, Mediterranean, Middle Eastern, Restaurants","Chandler","Pita Heaven",-111.88557,"AZ",33.306806
"122","tbANFIP17slL1xPIUsl1MA","Yoga, Beauty & Spas, Food, Juice Bars & Smoothies, Fitness & Instruction, Active Life, Massage","Phoenix","Sutra Midtown",-112.0649195,"AZ",33.4738952
"123","Cota2ttLUjoKhFU6ukYqSA","Taiwanese, Restaurants","Mesa","Taiwan Food Express",-111.875779,"AZ",33.413158
"124","yA9gOueRPoQ4-Y8Xdu8k3Q","Sandwiches, Restaurants","Glendale","Which Wich Superior Sandwiches",-112.259674072266,"AZ",33.5356713795255
"125","8h3QGK6m5lZmIoNull8DGA","Bars, Nightlife, Lounges","Scottsdale","Citizen R+D",-111.927951,"AZ",33.498028
"126","uZdGSJdWbQpLDsuV9mP79g","Food, Burgers, Fast Food, Ice Cream & Frozen Yogurt, Restaurants","Scottsdale","Culver's",-111.893676720267,"AZ",33.5827091181461
"127","WUHObuGlSSjg3Mh5VfaJ9g","Food, Grocery, Shopping, Wholesale Stores","Gilbert","Costco",-111.840765,"AZ",33.376244
"128","z2YTaHtGod3i3BBbKiMNwQ","Food, Coffee & Tea, Arts & Entertainment","Glendale","Cabin Coffee Cafe",-112.200326,"AZ",33.710985
"129","IYVGbbABepLZ8j1bvrycLQ","Bakeries, Food, American (Traditional), Restaurants","Sun City","Coco's Family Restaurant",-112.2704632,"AZ",33.6378021
"130","wNsmt1hF1uv3YvbwXZMAoQ","Food, Breweries, American (New), Restaurants","Phoenix","O.H.S.O. Eatery + nanoBrewery",-111.975898,"AZ",33.495018
"131","n_wZriiakBT7sVn87dpcEA","Bars, Sports Bars, Nightlife","Phoenix","Pappy's Sports Bar & Grill",-112.099237,"AZ",33.5937119
"132","Br-_G9WrRlBWyEAuN0TXDw","Food, Coffee & Tea","Litchfield Park","Starbucks  ",-112.341109,"AZ",33.516352
"133","7lp13T_FUmX1XjU2wen_qw","American (New), French, Restaurants","Scottsdale","Razz's Restaurant & Catering",-111.9258314,"AZ",33.5802421
"134","W_ZcIQiI6waQu1UZxXnKbg","Bars, Sports Bars, Nightlife","Phoenix","RJ's Sports Grill",-112.013936,"AZ",33.597332
"135","SvdlC39JGPI_Tj3pS0ruzw","Shopping, Drugstores, Beauty & Spas, Food, Convenience Stores, Cosmetics & Beauty Supply","Phoenix","Walgreens",-112.1250269,"AZ",33.3921848
"136","TsD1cUoAas0Lv0UtT9-sdQ","American (Traditional), Restaurants","Chandler","Buffalo Wild Wings",-111.8988633,"AZ",33.2994442
"137","DfJRq4pqowfdTB4iTAENjQ","Pizza, Restaurants","Glendale","Vito's Pizza",-112.1525685,"AZ",33.5532675
"138","DcrM4hwDcU2G6vuh2cnaYQ","American (New), Restaurants","Phoenix","NOCA",-112.0152845,"AZ",33.5100097
"139","z4KFTJQsAdxqMZA7Fx0A9A","Seafood, Dim Sum, Chinese, Restaurants","Chandler","C-Fu Gourmet Restaurant",-111.877429,"AZ",33.3350458
"140","-UnYs8XvV1M983xZoREdng","Bars, Food, Arts & Entertainment, Venues & Event Spaces, Wine Bars, Wineries, Event Planning & Services, Nightlife","Scottsdale","Su Vino Winery",-111.930037,"AZ",33.492517
"141","57RwRDqYrGrYJc2wwTgHLw","Fast Food, Restaurants","Maricopa","McDonald's",-112.0473418,"AZ",33.066913
"142","PONDGYxI1dswoYjrzeljbA","Mexican, Restaurants","Peoria","Filiberto's",-112.238173,"AZ",33.611537
"143","K93pT-KyFyjG1u6SNm-T_Q","Food, Beer, Wine & Spirits","Phoenix","Winestyles",-111.9770187,"AZ",33.5834449
"144","djYFLq4Bkqpkd14-0IJfug","Food, Ice Cream & Frozen Yogurt","Tempe","Yogurtland",-111.9252882,"AZ",33.4342595
"145","XRdwAqzuG_SwVFFlOzLmEQ","Bars, American (New), Nightlife, Restaurants","Surprise","Red Embers Bar & Grill",-112.355665,"AZ",33.6075896
"146","6v0vQm3wXzaFoEywvpbnqg","Food, Pizza, American (New), Breweries, Restaurants","Peoria","BJ's Restaurant & Brewhouse",-112.2692793,"AZ",33.5517332
"147","CSoURupWEyuyzkjMOExKPg","Restaurants, Italian","Phoenix","North Fattoria Italiana",-111.9953195,"AZ",33.5087368
"148","i--afvRsP1TSJyQMZKgJiw","Sandwiches, Restaurants","Phoenix","Potbelly Sandwich Shop",-112.0814642,"AZ",33.4660407
"149","wG9Aov3y0qRIicugJNAc0w","Breakfast & Brunch, American (New), Restaurants","Scottsdale","Summit Diner",-111.923919447631,"AZ",33.7806577729887
"150","W8Gjzs5mxSU9aA77l-V9fA","Food Stands, Restaurants","Phoenix","Ralph's Snack Bar",-112.1560021,"AZ",33.4513376
"151","NtmLlKfCFfM0K5j6WWKxQA","Delis, Sandwiches, Restaurants","Peoria","Heidi's Brooklyn Deli",-112.2387233,"AZ",33.610028
"152","tIuw93p4MEsL2iFv7-0WDg","Mexican, Restaurants","Phoenix","Filiberto's",-112.1089713,"AZ",33.5096533
"153","x3ws2L-TlI-JPcEQjjEC9g","Indian, Pakistani, Restaurants","Tempe","Curry Corner",-111.919995,"AZ",33.415194
"154","CKzhDe1BRDQ2-yHiZdOPvQ","Food, Grocery, Shopping, Drugstores","Scottsdale","Fry's Marketplace",-111.889089345932,"AZ",33.5702736121378
"155","oB-vwbo10DIjK01Zakp39A","Champagne Bars, Bars, Nightlife, Lounges","Scottsdale","Stone Rose Lounge",-111.9189477,"AZ",33.6462961
"156","r67TiLEb5K1nnacFCEQ0jQ","Burgers, Restaurants","Phoenix","Burger King",-112.1335065,"AZ",33.609824
"157","TpQMR-JFE5V0UPzTjjuwFQ","Delis, Sandwiches, Restaurants","Scottsdale","Goldmans Deli",-111.908547,"AZ",33.5376434
"158","z6V7Mb0fjHo_JT3l7dCKsA","Burgers, Fast Food, Restaurants","Chandler","McDonald's",-111.875061,"AZ",33.335621
"159","udVKZfBZ3IyZf_mlTy0law","Nightlife, Sandwiches, Restaurants","Wickenburg","Nana's Sandwich Saloon",-112.730548,"AZ",33.969076
"160","VQfqbRNkykoEo7Rj-D9M_Q","Restaurants, Italian","Casa Grande","Tommy's Bistro",-111.742524,"AZ",32.880056
"161","50hOEQ2OutvIxrMjNml5bA","Persian/Iranian, Restaurants","Scottsdale","Pars Persian Cuisine",-111.83632234045,"AZ",33.587122088596
"162","iDYzGVIF1TDWdjHNgNjCVw","Mexican, Restaurants","Scottsdale","Los Sombreros Mexican Food & Cocktails",-111.9265203,"AZ",33.4765807
"163","gWRNTA2NDtwqSLC5NZxxeQ","Food, Coffee & Tea","Scottsdale","Starbucks Coffee Co",-111.886268,"AZ",33.537871
"164","9QvuimC30Cj5LI1kK_mn9g","Thai, Restaurants","Chandler","Thai Dressing",-111.8588587,"AZ",33.2624833
"165","0oRG2_PbJglmK3jg7LWDmA","Food, Ice Cream & Frozen Yogurt","Gilbert","Coldstone Creamery",-111.7528848,"AZ",33.3776903
"166","towWd9z7YuGHdAezQtrkTQ","Bakeries, Food","Phoenix","La Purisima Bakery",-112.0316226,"AZ",33.4950878
"167","ezM-93i6eNb4LnYp3J101Q","Food, Specialty Food, Candy Stores","Phoenix","See's Candies",-112.0710576,"AZ",33.5094226
"168","sMD2HPNh7m0hgCxHDzGTzQ","Buffets, Chinese, Restaurants","Phoenix","Golden Coin",-112.0115928,"AZ",33.4805041
"169","yPJFfglhMHAKciUpjTmgBg","Italian, Pizza, Restaurants","Tempe","Oregano's Pizza Bistro",-111.9636082,"AZ",33.3490097
"170","FPD5xXo_QPmJVo5XJKPryA","Food, Bagels, Delis, Restaurants","Tempe","Einstein Bros Bagels",-111.929858,"AZ",33.321492
"171","HBzv6vjTkeM-s_UIFCg2gg","Hawaiian, Restaurants","Avondale","Ono Hawaiian BBQ",-112.345359,"AZ",33.430535
"172","5hNN7abwwQwmMh7c7rHi6A","Food, Grocery, Shopping, Drugstores","Phoenix","Fry's Food & Drug Stores & Fry's Marketplace",-112.085784,"AZ",33.5095361
"173","XKFGZwvsk3GVzd1CZdWpIg","Pizza, Restaurants","Mesa","Jimmy and Joe's Pizzeria",-111.8773052,"AZ",33.3787123
"174","a2tYDQ1LyBvvTAPwvXmGOw","Food, Street Vendors","Chandler","The Uprooted Kitchen",-111.791522,"AZ",33.354572
"175","EC9WB-iVjd28B6R6KIZ8TA","Sushi Bars, Restaurants","Tempe","Teharu Sushi",-111.9626175,"AZ",33.3216034
"176","m7oHviLGHLSNKygL_W5BYg","Sandwiches, Restaurants","Chandler","Subway",-111.84107,"AZ",33.313923
"177","yaKR6C1ER0ox79j8r5ZaOQ","Mexican, Restaurants","El Mirage","Lupitas",-112.3412092,"AZ",33.6105701
"178","cmyi1OKQxm01ZwgU4Tb_QQ","Food, Coffee & Tea","Gilbert","Starbucks",-111.8088752,"AZ",33.335917
"179","LY5TW3Pvlfpprl3kpRE5_w","Shopping, Drugstores, Beauty & Spas, Food, Convenience Stores, Cosmetics & Beauty Supply","Glendale","Walgreens",-112.2048926,"AZ",33.5244132
"180","O4GznwWobGqx01DUlijgZA","Mexican, Restaurants","Tempe","Poliberto's Taco Shop",-111.9570367,"AZ",33.3780766
"181","QZ0IytLrt6z5DCqiP_LJbA","Tex-Mex, Restaurants","Glendale","Soleil",-112.2634935,"AZ",33.5324161
"182","Wz9mfgk1XWS2aszNiTvO1w","Mexican, Tex-Mex, Restaurants","Apache Junction","Los Favoritos",-111.5664275,"AZ",33.4150703
"183","E6HzAdx2vyZVyuNoa4-Xaw","Mexican, Restaurants","Mesa","Los Picos Parrilla Restaurant",-111.8644947,"AZ",33.4224084
"184","tiWLO7EGmOGO7XIE_lESiA","Mexican, Restaurants","Peoria","Chipotle - Happy Valley",-112.2731482,"AZ",33.7114452
"185","viSY3CqBViSFh3_Tv3kngg","Bakeries, Food","Phoenix","OllieCake",-112.0647931,"AZ",33.5061711
"186","Snu39WyiChz0NwFWRMyUvQ","Fast Food, Restaurants","Phoenix","McDonald's",-112.029015,"AZ",33.639971
